id,city,country_id,lat,lng,population,,country,,,,,,,,,,,,,,,,,,
648,Nakhon Phanom ,176,17.3952209,104.7880321,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
649,Buri Ram ,176,14.9955693,103.1079187,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
650,Sakon Nakhon ,176,17.1564,104.1456,53618,,Thailand,,,,,,,,,,,,,,,,,,
651,Lampang ,176,18.3,99.5,55044,,Thailand,,,,,,,,,,,,,,,,,,
652,Mae Sot ,176,16.7133787,98.5699283,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
653,Ranong ,176,9.9619,98.6389,16125,,Thailand,,,,,,,,,,,,,,,,,,
654,Chumphon ,176,10.4939,99.18,33516,,Thailand,,,,,,,,,,,,,,,,,,
655,Loei ,176,17.4903,101.725,22339,,Thailand,,,,,,,,,,,,,,,,,,
656,Narathiwat ,176,6.4277319,101.8212475,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
657,Trat ,176,12.2417,102.5125,10413,,Thailand,,,,,,,,,,,,,,,,,,
658,Phrae ,176,18.1436,100.1417,16668,,Thailand,,,,,,,,,,,,,,,,,,
659,Sukhothai ,176,17.0142,99.8219,15618,,Thailand,,,,,,,,,,,,,,,,,,
660,Mae Hong Son ,176,19.3015068,97.9666073,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
661,Hua Hin ,176,12.5672438,99.9546036,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
662,Pai ,176,19.3581061,98.4405794,#N/A,,Thailand,,,,,,,,,,,,,,,,,,
663,Chicago,189,41.8373,-87.6862,8604203,IL,USA,,,,,,,,,,,,,,,,,,
664,Houston,189,29.7863,-95.3889,5464251,TX,USA,,,,,,,,,,,,,,,,,,
665,Phoenix,189,33.5722,-112.0891,4219697,AZ,USA,,,,,,,,,,,,,,,,,,
666,Philadelphia,189,40.0077,-75.1339,5649300,PA,USA,,,,,,,,,,,,,,,,,,
667,San Antonio,189,29.4658,-98.5253,2049293,TX,USA,,,,,,,,,,,,,,,,,,
668,San Diego,189,32.8312,-117.1225,3220118,CA,USA,,,,,,,,,,,,,,,,,,
669,Dallas,189,32.7936,-96.7662,5743938,TX,USA,,,,,,,,,,,,,,,,,,
670,San Jose,189,37.3019,-121.8486,1798103,CA,USA,,,,,,,,,,,,,,,,,,
671,Austin,189,30.3004,-97.7522,1687311,TX,USA,,,,,,,,,,,,,,,,,,
672,Fort Worth,189,32.7811,-97.3473,909585,TX,USA,,,,,,,,,,,,,,,,,,
673,Jacksonville,189,30.3322,-81.6749,1181496,FL,USA,,,,,,,,,,,,,,,,,,
674,Columbus,189,39.9862,-82.985,1562009,OH,USA,,,,,,,,,,,,,,,,,,
675,Charlotte,189,35.208,-80.8304,1512923,NC,USA,,,,,,,,,,,,,,,,,,
676,Indianapolis,189,39.7771,-86.1458,1588961,IN,USA,,,,,,,,,,,,,,,,,,
677,Seattle,189,47.6211,-122.3244,3789215,WA,USA,,,,,,,,,,,,,,,,,,
678,Denver,189,39.7621,-104.8759,2876625,CO,USA,,,,,,,,,,,,,,,,,,
679,Washington,189,38.9047,-77.0163,5379184,DC,USA,,,,,,,,,,,,,,,,,,
680,Boston,189,42.3188,-71.0846,4688346,MA,USA,,,,,,,,,,,,,,,,,,
681,El Paso,189,31.8479,-106.4309,843386,TX,USA,,,,,,,,,,,,,,,,,,
682,Nashville,189,36.1715,-86.7843,1081903,TN,USA,,,,,,,,,,,,,,,,,,
683,Detroit,189,42.3834,-83.1024,3506126,MI,USA,,,,,,,,,,,,,,,,,,
684,Portland,189,45.5372,-122.65,2074775,OR,USA,,,,,,,,,,,,,,,,,,
685,Oklahoma City,189,35.4676,-97.5136,972943,OK,USA,,,,,,,,,,,,,,,,,,
686,Memphis,189,35.1046,-89.9773,1066967,TN,USA,,,,,,,,,,,,,,,,,,
687,Louisville,189,38.1663,-85.6485,1005654,KY,USA,,,,,,,,,,,,,,,,,,
688,Baltimore,189,39.3051,-76.6144,2106068,MD,USA,,,,,,,,,,,,,,,,,,
689,Milwaukee,189,43.0642,-87.9673,1365787,WI,USA,,,,,,,,,,,,,,,,,,
690,Albuquerque,189,35.1053,-106.6464,761195,NM,USA,,,,,,,,,,,,,,,,,,
691,Tucson,189,32.1545,-110.8782,888486,AZ,USA,,,,,,,,,,,,,,,,,,
692,Fresno,189,36.7831,-119.7941,703498,CA,USA,,,,,,,,,,,,,,,,,,
693,Mesa,189,33.4017,-111.718,518012,AZ,USA,,,,,,,,,,,,,,,,,,
694,Atlanta,189,33.7627,-84.4224,5449398,GA,USA,,,,,,,,,,,,,,,,,,
695,Sacramento,189,38.5667,-121.4683,1898019,CA,USA,,,,,,,,,,,,,,,,,,
696,Kansas City,189,39.1239,-94.5541,1636715,MO,USA,,,,,,,,,,,,,,,,,,
697,Colorado Springs,189,38.8674,-104.7606,642413,CO,USA,,,,,,,,,,,,,,,,,,
698,Raleigh,189,35.8325,-78.6435,1038738,NC,USA,,,,,,,,,,,,,,,,,,
699,Omaha,189,41.2627,-96.0522,847819,NE,USA,,,,,,,,,,,,,,,,,,
700,Long Beach,189,33.7981,-118.1675,462628,CA,USA,,,,,,,,,,,,,,,,,,
701,Virginia Beach,189,36.7335,-76.0435,1478868,VA,USA,,,,,,,,,,,,,,,,,,
702,Minneapolis,189,44.9635,-93.2678,2977172,MN,USA,,,,,,,,,,,,,,,,,,
703,Oakland,189,37.7903,-122.2165,433031,CA,USA,,,,,,,,,,,,,,,,,,
704,Tampa,189,27.9942,-82.4451,2908063,FL,USA,,,,,,,,,,,,,,,,,,
705,Arlington,189,32.6998,-97.125,398854,TX,USA,,,,,,,,,,,,,,,,,,
706,Tulsa,189,36.1284,-95.9042,671033,OK,USA,,,,,,,,,,,,,,,,,,
707,Bakersfield,189,35.3529,-119.0359,579295,CA,USA,,,,,,,,,,,,,,,,,,
708,New Orleans,189,30.0687,-89.9288,1020886,LA,USA,,,,,,,,,,,,,,,,,,
709,Wichita,189,37.6896,-97.3442,482249,KS,USA,,,,,,,,,,,,,,,,,,
710,Aurora,189,39.7087,-104.7273,379289,CO,USA,,,,,,,,,,,,,,,,,,
711,Cleveland,189,41.4767,-81.6804,1710093,OH,USA,,,,,,,,,,,,,,,,,,
712,Anaheim,189,33.839,-117.8572,350365,CA,USA,,,,,,,,,,,,,,,,,,
713,Riverside,189,33.9381,-117.3948,2107852,CA,USA,,,,,,,,,,,,,,,,,,
714,San Juan,189,-31.5375,-68.5364,471389,PR,USA,,,,,,,,,,,,,,,,,,
715,Santa Ana,189,33.7366,-117.8819,332318,CA,USA,,,,,,,,,,,,,,,,,,
716,Henderson,189,36.0133,-115.038,320189,NV,USA,,,,,,,,,,,,,,,,,,
717,Lexington,189,38.0423,-84.4587,317110,KY,USA,,,,,,,,,,,,,,,,,,
718,Corpus Christi,189,27.726,-97.3755,342464,TX,USA,,,,,,,,,,,,,,,,,,
719,Stockton,189,37.9765,-121.3109,397264,CA,USA,,,,,,,,,,,,,,,,,,
720,St. Paul,189,44.9477,-93.104,308096,MN,USA,,,,,,,,,,,,,,,,,,
721,Cincinnati,189,39.1413,-84.5061,1662691,OH,USA,,,,,,,,,,,,,,,,,,
722,Irvine,189,33.6772,-117.7738,287401,CA,USA,,,,,,,,,,,,,,,,,,
723,Greensboro,189,36.0956,-79.8269,343090,NC,USA,,,,,,,,,,,,,,,,,,
724,Pittsburgh,189,40.4396,-79.9762,1703266,PA,USA,,,,,,,,,,,,,,,,,,
725,Lincoln,189,40.809,-96.6788,289490,NE,USA,,,,,,,,,,,,,,,,,,
726,St. Louis,189,38.6358,-90.2451,2024074,MO,USA,,,,,,,,,,,,,,,,,,
727,Plano,189,33.0502,-96.7487,287677,TX,USA,,,,,,,,,,,,,,,,,,
728,Anchorage,189,61.1508,-149.1091,247949,AK,USA,,,,,,,,,,,,,,,,,,
729,Newark,189,40.7245,-74.1725,282011,NJ,USA,,,,,,,,,,,,,,,,,,
731,Chula Vista,189,32.6281,-117.0145,274492,CA,USA,,,,,,,,,,,,,,,,,,
732,St. Petersburg,189,27.7931,-82.6652,265351,FL,USA,,,,,,,,,,,,,,,,,,
733,Jersey City,189,40.7161,-74.0682,262075,NJ,USA,,,,,,,,,,,,,,,,,,
734,Fort Wayne,189,41.0886,-85.1437,334122,IN,USA,,,,,,,,,,,,,,,,,,
735,Toledo,189,41.6639,-83.5822,482111,OH,USA,,,,,,,,,,,,,,,,,,
736,Chandler,189,33.2826,-111.8516,261165,AZ,USA,,,,,,,,,,,,,,,,,,
737,Laredo,189,27.5629,-99.4875,262079,TX,USA,,,,,,,,,,,,,,,,,,
738,Madison,189,43.0826,-89.3931,447245,WI,USA,,,,,,,,,,,,,,,,,,
739,Scottsdale,189,33.6872,-111.8651,258069,AZ,USA,,,,,,,,,,,,,,,,,,
740,Lubbock,189,33.5659,-101.8878,267648,TX,USA,,,,,,,,,,,,,,,,,,
741,Reno,189,39.5497,-119.8483,445020,NV,USA,,,,,,,,,,,,,,,,,,
742,Gilbert,189,33.3101,-111.7463,254114,AZ,USA,,,,,,,,,,,,,,,,,,
743,Buffalo,189,42.9016,-78.8487,914341,NY,USA,,,,,,,,,,,,,,,,,,
744,Glendale,189,33.5791,-112.2311,252381,AZ,USA,,,,,,,,,,,,,,,,,,
745,North Las Vegas,189,36.288,-115.0901,251974,NV,USA,,,,,,,,,,,,,,,,,,
746,Winston-Salem,189,36.1029,-80.2611,422269,NC,USA,,,,,,,,,,,,,,,,,,
747,Chesapeake,189,36.6778,-76.3024,244835,VA,USA,,,,,,,,,,,,,,,,,,
748,Garland,189,32.91,-96.6305,239928,TX,USA,,,,,,,,,,,,,,,,,,
749,Irving,189,32.8584,-96.9702,239798,TX,USA,,,,,,,,,,,,,,,,,,
750,Hialeah,189,25.8696,-80.3046,233339,FL,USA,,,,,,,,,,,,,,,,,,
751,Norfolk,189,36.8945,-76.259,242742,VA,USA,,,,,,,,,,,,,,,,,,
752,Fremont,189,37.5265,-121.9852,241110,CA,USA,,,,,,,,,,,,,,,,,,
753,Boise,189,43.6007,-116.2312,389280,ID,USA,,,,,,,,,,,,,,,,,,
754,Paradise,189,36.0807,-115.1369,233689,NV,USA,,,,,,,,,,,,,,,,,,
755,Richmond,189,37.5295,-77.4756,1075798,VA,USA,,,,,,,,,,,,,,,,,,
757,Spokane,189,47.6671,-117.433,412275,WA,USA,,,,,,,,,,,,,,,,,,
758,Tacoma,189,47.2431,-122.4531,217827,WA,USA,,,,,,,,,,,,,,,,,,
759,Modesto,189,37.6374,-121.0028,383134,CA,USA,,,,,,,,,,,,,,,,,,
760,Fontana,189,34.0968,-117.4599,214547,CA,USA,,,,,,,,,,,,,,,,,,
761,Des Moines,189,41.5725,-93.6105,473957,IA,USA,,,,,,,,,,,,,,,,,,
762,San Bernardino,189,34.1417,-117.2946,215784,CA,USA,,,,,,,,,,,,,,,,,,
763,Baton Rouge,189,30.4418,-91.131,570308,LA,USA,,,,,,,,,,,,,,,,,,
764,Frisco,189,33.1555,-96.8215,200490,TX,USA,,,,,,,,,,,,,,,,,,
765,Salt Lake City,189,40.7777,-111.9306,1098526,UT,USA,,,,,,,,,,,,,,,,,,
766,Moreno Valley,189,33.9244,-117.2045,213055,CA,USA,,,,,,,,,,,,,,,,,,
767,Oxnard,189,34.1963,-119.1815,387647,CA,USA,,,,,,,,,,,,,,,,,,
768,Santa Clarita,189,34.4175,-118.4964,312446,CA,USA,,,,,,,,,,,,,,,,,,
770,McKinney,189,33.2015,-96.6669,258277,TX,USA,,,,,,,,,,,,,,,,,,
771,Port St. Lucie,189,27.2796,-80.3883,461152,FL,USA,,,,,,,,,,,,,,,,,,
772,Fayetteville,189,36.0713,-94.166,351246,NC,USA,,,,,,,,,,,,,,,,,,
773,Grand Rapids,189,42.962,-85.6562,609314,MI,USA,,,,,,,,,,,,,,,,,,
775,Rochester,189,43.168,-77.6162,703952,NY,USA,,,,,,,,,,,,,,,,,,
776,Charleston,189,32.8153,-79.9628,628377,SC,USA,,,,,,,,,,,,,,,,,,
777,Palm Springs,189,26.6349,-80.0968,25216,CA,USA,,,,,,,,,,,,,,,,,,
778,Sedona,189,34.8574,-111.7951,6969,AZ,USA,,,,,,,,,,,,,,,,,,
779,Branson,189,36.651,-93.2635,25033,MO,USA,,,,,,,,,,,,,,,,,,
780,Montreal,33,45.5089,-73.5617,3519595,Quebec,Canada,,,,,,,,,,,,,,,,,,
781,Calgary,33,51.05,-114.0667,1237656,Alberta,Canada,,,,,,,,,,,,,,,,,,
782,Edmonton,33,53.5344,-113.4903,1062643,Alberta,Canada,,,,,,,,,,,,,,,,,,
783,Ottawa,33,45.4247,-75.695,989657,Ontario,Canada,,,,,,,,,,,,,,,,,,
784,Winnipeg,33,49.8844,-97.1464,711925,Manitoba,Canada,,,,,,,,,,,,,,,,,,
785,Quebec City,33,46.8139,-71.2081,705103,Quebec,Canada,,,,,,,,,,,,,,,,,,
786,Hamilton,33,43.2567,-79.8692,693645,Ontario,Canada,,,,,,,,,,,,,,,,,,
787,Kitchener,33,43.4186,-80.4728,470015,Ontario,Canada,,,,,,,,,,,,,,,,,,
789,Victoria,33,48.4283,-123.3647,335696,British Columbia,Canada,,,,,,,,,,,,,,,,,,
790,Halifax,33,44.6475,-63.5906,316701,Nova Scotia,Canada,,,,,,,,,,,,,,,,,,
791,Oshawa,33,43.9,-78.85,308875,Ontario,Canada,,,,,,,,,,,,,,,,,,
792,Windsor,33,42.2833,-83,287069,Ontario,Canada,,,,,,,,,,,,,,,,,,
793,Saskatoon,33,52.1333,-106.6833,245181,Saskatchewan,Canada,,,,,,,,,,,,,,,,,,
794,St. Catharines,33,43.1833,-79.2333,229246,Ontario,Canada,,,,,,,,,,,,,,,,,,
795,Regina,33,50.4547,-104.6067,214631,Saskatchewan,Canada,,,,,,,,,,,,,,,,,,
796,St. John's,33,47.4817,-52.7971,178427,Newfoundland and Labrador,Canada,,,,,,,,,,,,,,,,,,
797,Kelowna,33,49.8881,-119.4956,151957,British Columbia,Canada,,,,,,,,,,,,,,,,,,
800,Rishikesh,78,30.086928,78.267612,,,India,,,,,,,,,,,,,,,,,,
801,Gokarna,78,14.547859,74.318841,,,India,,,,,,,,,,,,,,,,,,
802,Arambol,78,15.69776815,73.69811692,,,India,,,,,,,,,,,,,,,,,,
803,Tiruvannamalai,78,12.2343228,79.0761989,,,India,,,,,,,,,,,,,,,,,,
804,Darjeeling,78,27.0377554,88.263176,,,India,,,,,,,,,,,,,,,,,,
805,Haridwar,78,29.9384473,78.1452985,,,India,,,,,,,,,,,,,,,,,,
806,Kanyakumari,78,8.079252,77.5499338,,,India,,,,,,,,,,,,,,,,,,
807,Buddh Gaya,78,24.6904398,84.9831416,,,India,,,,,,,,,,,,,,,,,,
808,Sarnath,78,25.371556,83.025214,,,India,,,,,,,,,,,,,,,,,,
809,Kushinagar,78,26.7438272,83.9162322,,,India,,,,,,,,,,,,,,,,,,
810,Shrawasti,78,27.68320155,81.886684,,,India,,,,,,,,,,,,,,,,,,
811,Rajgir,78,25.0299973,85.4207368,,,India,,,,,,,,,,,,,,,,,,
812,Sankasya,78,30.37004,76.36429,,,India,,,,,,,,,,,,,,,,,,
813,Tirumala,78,13.680736,79.350898,,,India,,,,,,,,,,,,,,,,,,
814,Badrinath,78,30.743309,79.493763,,,India,,,,,,,,,,,,,,,,,,
815,Kedarnath,78,30.734627,79.066894,,,India,,,,,,,,,,,,,,,,,,
816,Prayagraj,78,25.435801,81.846311,,,India,,,,,,,,,,,,,,,,,,
818,Mathura,78,27.492413,77.673673,,,India,,,,,,,,,,,,,,,,,,
819,Vrindavan,78,27.565009,77.659339,,,India,,,,,,,,,,,,,,,,,,
820,Somnath,78,20.888047,70.401157,,,India,,,,,,,,,,,,,,,,,,
821,Dwarka,78,22.244197,68.968456,,,India,,,,,,,,,,,,,,,,,,
822,Jammu,78,32.726602,74.857026,,,India,,,,,,,,,,,,,,,,,,
823,Ujjain,78,23.176467,75.788516,,,India,,,,,,,,,,,,,,,,,,
824,Shirdi,78,19.764536,74.476212,,,India,,,,,,,,,,,,,,,,,,
825,Palolem,78,15.009965,74.023219,,,India,,,,,,,,,,,,,,,,,,
826,Varkala,78,8.737868,76.716336,,,India,,,,,,,,,,,,,,,,,,
827,Alwar,78,27.552991,76.634574,,,India,,,,,,,,,,,,,,,,,,
828,Amritapuri,78,9.094938,76.489564,,,India,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
